timestamp,hour,day_of_week,is_weekend,month,vehicle_count_main,vehicle_count_secondary,avg_speed_gps,speed_variance_gps,travel_time_index,occupancy_rate,road_condition,weather,incident_reported,construction_zone,segment_id,congestion_value,congestion_level,congestion_lag_1,congestion_lag_2,congestion_lag_3
2024-01-01 00:00:00,0,0,0,1,120.50047848536605,76.44173924312118,61.93072992355473,0.46264254385136794,1.6378967011601704,0.4240595137448837,0,0,0,0,D,0.34586013342166655,Medium,0.34586013342166655,0.34586013342166655,0.34586013342166655
2024-01-01 00:05:00,0,0,0,1,120.24350715198831,57.93676296454768,71.222159747018,0.36838189684612915,2.034578971144388,0.6555615275147595,1,0,1,0,E,0.5568093412843736,Medium,0.34586013342166655,0.34586013342166655,0.34586013342166655
2024-01-01 00:10:00,0,0,0,1,123.68155868162343,32.5112095788018,74.31855240085524,8.033865601922976,3.157582921359495,0.3189472087262926,0,0,0,0,E,0.23282988805864005,Low,0.34586013342166655,0.34586013342166655,0.34586013342166655
2024-01-01 00:15:00,0,0,0,1,132.05521381599354,86.63521496189172,71.8269389192213,1.4449356858407472,1.3369548061548693,0.3469582378821755,2,0,0,0,D,0.1376464370698452,Low,0.34586013342166655,0.34586013342166655,0.34586013342166655
2024-01-01 00:20:00,0,0,0,1,115.09881888052323,42.5605651731549,49.00256380166525,0.7879532005138502,2.93458930702785,0.35209919928748346,0,0,0,0,C,0.4321159063236884,Medium,0.34586013342166655,0.34586013342166655,0.34586013342166655
2024-01-01 00:25:00,0,0,0,1,106.14117362037948,81.28172289214672,63.7251805832631,3.0133058195021176,2.320978593486466,0.2397534785539345,0,0,0,0,C,0.22140702927921435,Low,0.34586013342166655,0.34586013342166655,0.34586013342166655
2024-01-01 00:30:00,0,0,0,1,85.03908740556969,108.51871680546444,71.2537816330233,2.949082106472842,3.6202371250944627,0.44147749123213326,1,2,0,0,A,0.30600157088033625,Low,0.34586013342166655,0.34586013342166655,0.34586013342166655
2024-01-01 00:35:00,0,0,0,1,115.02646446919212,117.43421631614024,85.0,15.667280866355684,0.8412216559638599,0.32777861920928597,0,2,0,0,B,0.3946528434354924,Medium,0.34586013342166655,0.34586013342166655,0.34586013342166655
2024-01-01 00:40:00,0,0,0,1,113.51569532708157,56.77498993251926,75.51198951414342,5.853562737880875,1.1903523939355152,0.5616491020235288,0,1,0,0,E,0.41640626199840375,Medium,0.34586013342166655,0.34586013342166655,0.34586013342166655
2024-01-01 00:45:00,0,0,0,1,116.41352378976792,119.55919473445073,44.01949554346622,4.335335957548944,1.249081358643581,0.1553056976208761,1,0,0,0,A,0.3188989339843201,Low,0.34586013342166655,0.34586013342166655,0.34586013342166655
2024-01-01 00:50:00,0,0,0,1,101.25215257145152,86.22701793571702,66.35759494543397,0.9301819100586992,1.3928260774520584,0.6555757854938594,0,0,0,0,B,0.25520029248795817,Low,0.34586013342166655,0.34586013342166655,0.34586013342166655
2024-01-01 00:55:00,0,0,0,1,103.639207747845,93.45992494380363,73.08771019899298,3.7713612789845303,2.018778486522593,0.0885288827520833,0,0,0,0,A,0.2342627855468784,Low,0.34586013342166655,0.34586013342166655,0.34586013342166655
2024-01-01 01:00:00,1,0,0,1,123.2193193797036,122.19078888384644,74.59962824405054,7.98006501538177,4.765879041150198,0.16165118020581384,0,0,0,0,B,0.3089026215650127,Low,0.34586013342166655,0.34586013342166655,0.34586013342166655
2024-01-01 01:05:00,1,0,0,1,124.96044244891644,83.22004589469174,77.20258888524918,2.920241649695347,1.1349704437752512,0.2990255952187297,0,0,0,0,A,0.15869065291769727,Low,0.5568093412843736,0.34586013342166655,0.34586013342166655
2024-01-01 01:10:00,1,0,0,1,119.85709289264605,55.43021054267341,75.91055967001128,2.102608869929297,1.410274750485704,0.18144459214136097,0,1,0,0,B,0.30974464052330397,Low,0.23282988805864005,0.34586013342166655,0.34586013342166655
2024-01-01 01:15:00,1,0,0,1,121.64580836797535,48.895141398223544,33.73646210912825,6.2881689517557104,3.0737889714898037,0.41846787686693177,0,0,0,0,B,0.6078660375388742,Medium,0.1376464370698452,0.34586013342166655,0.34586013342166655
2024-01-01 01:20:00,1,0,0,1,85.33265852670759,77.79642482496017,44.757247677573524,1.9358719498844803,2.0087628910749316,0.17677908949976093,2,0,0,0,B,0.36413352348327965,Medium,0.4321159063236884,0.34586013342166655,0.34586013342166655
2024-01-01 01:25:00,1,0,0,1,114.05183181623946,95.14273750418474,85.0,0.6800962551852802,3.847205862281987,0.19696338240018205,1,0,0,1,C,0.169795158005352,Low,0.22140702927921435,0.34586013342166655,0.34586013342166655
2024-01-01 01:30:00,1,0,0,1,109.52855436010593,74.1068672350836,45.582005828798415,12.36809950558478,1.662799371242432,0.14098783711274565,0,1,0,0,B,0.49184388727668027,Medium,0.30600157088033625,0.34586013342166655,0.34586013342166655
2024-01-01 01:35:00,1,0,0,1,146.61614105268026,96.66937835669236,70.80239711269259,1.1734118704352026,1.6313092541889098,0.021056876465253168,0,0,0,0,E,0.29408554781468826,Low,0.3946528434354924,0.34586013342166655,0.34586013342166655
2024-01-01 01:40:00,1,0,0,1,151.76853752275898,53.89115922640333,52.552581469231036,3.0390611856577703,2.8077458813140286,0.3632675212760617,1,3,0,0,C,0.5586499963443713,Medium,0.41640626199840375,0.34586013342166655,0.34586013342166655
2024-01-01 01:45:00,1,0,0,1,67.69798911407446,71.19348665992875,84.78763049232114,5.314958450657981,1.4435205087109106,0.3799817081971628,1,0,0,0,E,0.2124153466377278,Low,0.3188989339843201,0.34586013342166655,0.34586013342166655
